ipr_accession	category
IPR001915	Other
IPR001916	Other
IPR001917	Other
IPR001919	Other
IPR001920	Other
IPR001921	Other
IPR001922	Other
IPR001923	 
IPR001925	Other
IPR001926	Other
IPR001927	Other
IPR001928	Other
IPR001929	Other
IPR001930	Other
IPR001931	Other
IPR001932	Other
IPR001933	Other
IPR001936	Other
IPR001937	Other
IPR001938	Other
IPR001940	Other
IPR001941	Other
IPR001943	 
IPR001944	Other
IPR001945	 
IPR001946	Other
IPR001947	Other
IPR001948	Other
IPR001949	Other
IPR001950	Other
IPR001951	 
IPR001952	Other
IPR001953	Other
IPR001954	Other
IPR001955	Other
IPR001956	Other
IPR001957	 
IPR001958	Other
IPR001959	Other
IPR001962	Other
IPR001963	Other
IPR001964	Other
IPR001965	 
IPR001966	 
IPR001967	Other
IPR001969	Other
IPR001970	Other
IPR001971	Other
IPR001972	Other
IPR001973	Other
IPR001975	Other
IPR001976	Other
IPR001977	Other
IPR001978	Other
IPR001980	Other
IPR001981	Other
IPR001985	Other
IPR001986	Other
IPR001988	 
IPR001989	Other
IPR001990	Other
IPR001991	Other
IPR001992	Other
IPR001995	 
IPR001996	Other
IPR001997	Other
IPR001998	Other
IPR001999	Other
IPR002000	Other
IPR002001	 
IPR002002	 
IPR002003	Other
IPR002004	Other
IPR002006	 
IPR002008	 
IPR002009	Other
IPR002010	Other
IPR002011	Other
IPR002012	Other
IPR002013	Other
IPR002014	Other
IPR002015	Other
IPR002016	Other
IPR002017	Other
IPR002018	Other
IPR002019	Other
IPR002020	Other
IPR002021	Other
IPR002022	Other
IPR002023	Other
IPR002024	Other
IPR002026	Other
IPR002028	Other
IPR002030	Other
IPR002031	Other
IPR002033	Other
IPR002034	Other
IPR002035	 
IPR002036	Other
IPR002037	Other
IPR002038	Other
IPR002041	Other
IPR002042	Other
IPR002043	 
IPR002044	Other
IPR002045	Other
IPR002047	Other
IPR002048	Other
IPR002049	Other
IPR002051	Other
IPR002052	 
IPR002053	Other
IPR002054	 
IPR002056	Other
IPR002057	Other
IPR002058	Other
IPR002059	 
IPR002060	Other
IPR002061	Other
IPR002062	 
IPR002063	Other
IPR002065	Other
IPR002067	Other
IPR002068	Other
IPR002069	Other
IPR002070	 
IPR002071	Other
IPR002072	Other
IPR002073	Other
IPR002074	Other
IPR002075	Other
IPR002076	Other
IPR002077	Other
IPR002078	 
IPR002079	Other
IPR002080	Other
IPR002081	 
IPR002082	Other
IPR002083	Other
IPR002084	 
IPR002087	Other
IPR002088	Other
IPR002089	Other
IPR002090	Other
IPR002092	 
IPR002093	 
IPR002095	Other
IPR002098	Other
IPR002099	 
IPR002100	 
IPR002101	Other
IPR002102	Other
IPR002103	Other
IPR002104	 
IPR002105	Other
IPR002107	Other
IPR002108	Other
IPR002109	 
IPR002110	Other
IPR002112	 
IPR002113	Other
IPR002114	Other
IPR002115	Other
IPR002116	Other
IPR002117	 
IPR002119	 
IPR002120	Other
IPR002121	 
IPR002122	 
IPR002123	Other
IPR002124	Other
IPR002125	Other
IPR002126	 
IPR002128	Other
IPR002129	 
IPR002130	Other
IPR002131	Other
IPR002132	Other
IPR002133	Other
IPR002134	Other
IPR002136	Other
IPR002137	Other
IPR002138	 
IPR002139	Other
IPR002140	Other
IPR002141	Other
IPR002142	Other
IPR002143	Other
IPR002144	 
IPR002145	 
IPR002146	Other
IPR002147	Other
IPR002148	Other
IPR002150	Other
IPR002151	Other
IPR002152	Other
IPR002153	Other
IPR002154	Other
IPR002155	Other
IPR002156	 
IPR002157	Other
IPR002159	Other
IPR002160	Other
IPR002161	Other
IPR002164	Other
IPR002165	Other
IPR002166	Other
IPR002167	Other
IPR002168	Other
IPR002169	Other
IPR002170	 
IPR002171	Other
IPR002172	Other
IPR002173	Other
IPR002175	 
IPR002176	 
IPR002177	 
IPR002178	Other
IPR002180	Other
IPR002181	Other
IPR002182	Other
IPR002183	Other
IPR002184	 
IPR002185	Other
IPR002186	 
IPR002187	Other
IPR002189	Other
IPR002190	Other
IPR002191	Other
IPR002192	Other
IPR002194	Other
IPR002195	Other
IPR002196	Other
IPR002197	 
IPR002200	Other
IPR002201	Other
IPR002202	Other
IPR002204	Other
IPR002205	 
IPR002206	Other
IPR002207	Other
IPR002208	Other
IPR002209	Other
IPR002210	 
IPR002211	Other
IPR002213	Other
IPR002214	Other
IPR002217	Other
IPR002218	Other
IPR002219	Other
IPR002220	Other
IPR002222	Other
IPR002223	Other
IPR002225	Other
IPR002226	Other
IPR002227	Other
IPR002228	Other
IPR002229	Other
IPR002230	Other
IPR002231	Other
IPR002233	Other
IPR002234	Other
IPR002235	Other
IPR002236	Other
IPR002237	Other
IPR002238	Other
IPR002239	Other
IPR002240	Other
IPR002241	Other
IPR002242	Other
IPR002243	Other
IPR002244	Other
IPR002245	Other
IPR002246	Other
IPR002247	Other
IPR002248	Other
IPR002249	Other
IPR002250	Other
IPR002251	Other
IPR002252	Other
IPR002253	Other
IPR002254	Other
IPR002255	Other
IPR002256	Other
IPR002257	Other
IPR002258	Other
IPR002259	Other
IPR002260	Other
IPR002261	Other
IPR002262	Other
IPR002263	Other
IPR002264	Other
IPR002265	Other
IPR002266	Other
IPR002267	Other
IPR002268	Other
IPR002269	Other
IPR002270	Other
IPR002271	Other
IPR002272	Other
IPR002273	Other
IPR002274	Other
IPR002275	 
IPR002276	 
IPR002277	 
IPR002278	Other
IPR002279	Other
IPR002280	Other
IPR002281	 
IPR002282	 
IPR002284	 
IPR002285	 
IPR002288	 
IPR002289	 
IPR002291	Other
IPR002292	Other
IPR002293	Other
IPR002295	 
IPR002297	 
IPR002298	 
IPR002299	Other
IPR002300	Other
IPR002301	Other
IPR002302	Other
IPR002303	Other
IPR002305	Other
IPR002306	Other
IPR002307	Other
IPR002310	Other
IPR002312	Other
IPR002313	Other
IPR002314	Other
IPR002315	Other
IPR002316	Other
IPR002317	Other
IPR002318	Other
IPR002319	Other
IPR002320	Other
IPR002321	Other
IPR002322	Other
IPR002323	Other
IPR002324	Other
IPR002325	Other
IPR002326	Other
IPR002327	Other
IPR002328	Other
IPR002330	Other
IPR002331	Other
IPR002332	Other
IPR002333	Other
IPR002334	Other
IPR002335	Other
IPR002336	Other
IPR002337	Other
IPR002338	Other
IPR002339	Other
IPR002340	Other
IPR002343	Other
IPR002344	Other
IPR002345	Other
IPR002346	Other
IPR002347	Other
IPR002350	Other
IPR002351	Other
IPR002352	Other
IPR002353	Other
IPR002354	Other
IPR002355	Other
IPR002358	Other
IPR002359	Other
IPR002361	Other
IPR002362	Other
IPR002363	Other
IPR002364	Other
IPR002365	Other
IPR002366	Other
IPR002367	Other
IPR002368	Other
IPR002369	Other
IPR002371	 
IPR002372	Other
IPR002374	Other
IPR002376	Other
IPR002379	Other
IPR002381	Other
IPR002384	Other
IPR002386	Other
IPR002387	Other
IPR002388	 
IPR002389	 
IPR002390	 
IPR002391	 
IPR002392	 
IPR002393	 
IPR002394	Other
IPR002395	Other
IPR002396	Other
IPR002397	Other
IPR002398	 
IPR002399	Other
IPR002401	Other
IPR002402	Other
IPR002403	Other
IPR002404	Other
IPR002406	Other
IPR002407	Other
IPR002408	Other
IPR002410	Other
IPR002411	Other
IPR002413	Other
IPR002415	Other
IPR002416	Other
IPR002417	Other
IPR002418	 
IPR002420	Other
IPR002421	 
IPR002423	Other
IPR002425	Other
IPR002426	Other
IPR002427	Other
IPR002429	Other
IPR002433	Other
IPR002434	Other
IPR002435	 
IPR002436	Other
IPR002438	Other
IPR002439	Other
IPR002440	Other
IPR002441	Other
IPR002442	Other
IPR002443	Other
IPR002444	Other
IPR002445	Other
IPR002446	Other
IPR002447	Other
IPR002448	Other
IPR002449	Other
IPR002450	Other
IPR002452	Other
IPR002453	Other
IPR002454	Other
IPR002455	Other
IPR002457	Other
IPR002460	Other
IPR002461	Other
IPR002462	Other
IPR002463	Other
IPR002464	 
IPR002466	Other
IPR002467	Other
IPR002468	Other
IPR002469	Other
IPR002470	Other
IPR002471	Other
IPR002472	Other
IPR002474	Other
IPR002475	Other
IPR002477	Other
IPR002478	Other
IPR002480	Other
IPR002481	 
IPR002483	 
IPR002484	 
IPR002486	Other
IPR002487	 
IPR002488	Other
IPR002489	Other
IPR002490	Other
IPR002491	Other
IPR002492	 
IPR002493	 
IPR002494	Other
IPR002495	Other
IPR002496	Other
IPR002498	Other
IPR002499	Other
IPR002500	Other
IPR002501	Other
IPR002502	Other
IPR002504	Other
IPR002505	Other
IPR002506	Other
IPR002507	Other
IPR002508	Other
IPR002509	Other
IPR002510	 
IPR002511	Other
IPR002512	Other
IPR002513	 
IPR002514	 
IPR002515	 
IPR002516	Other
IPR002517	Other
IPR002518	Other
IPR002519	Other
IPR002520	 
IPR002521	Other
IPR002522	Other
IPR002523	Other
IPR002524	Other
IPR002525	 
IPR002527	Other
IPR002528	Other
IPR002530	Other
IPR002531	Other
IPR002532	Other
IPR002533	Other
IPR002534	Other
IPR002535	Other
IPR002538	Other
IPR002539	Other
IPR002540	Other
IPR002541	Other
IPR002542	Other
IPR002543	 
IPR002544	Other
IPR002545	Other
IPR002546	 
IPR002547	Other
IPR002548	Other
IPR002549	Other
IPR002550	Other
IPR002551	Other
IPR002552	Other
IPR002553	Other
IPR002554	Other
IPR002556	 
IPR002557	Other
IPR002558	Other
IPR002559	 
IPR002560	Other
IPR002561	Other
IPR002562	 
IPR002563	Other
IPR002565	Other
IPR002566	Other
IPR002567	Other
IPR002568	 
IPR002569	Other
IPR002571	 
IPR002572	Other
IPR002574	Other
IPR002575	Other
IPR002577	 
IPR002579	Other
IPR002580	 
IPR002582	Other
IPR002583	Other
IPR002585	Other
IPR002586	Other
IPR002587	Other
IPR002588	Other
IPR002589	 
IPR002591	Other
IPR002592	Other
IPR002593	Other
IPR002594	Other
IPR002595	 
IPR002596	Other
IPR002597	 
IPR002600	 
IPR002601	Other
IPR002602	Other
IPR002603	Other
IPR002605	Other
IPR002606	Other
IPR002608	Other
IPR002610	Other
IPR002611	Other
IPR002612	 
IPR002614	Other
IPR002615	Other
IPR002616	Other
IPR002618	Other
IPR002619	Other
IPR002620	Other
IPR002621	Other
IPR002622	 
IPR002624	Other
IPR002625	Other
IPR002628	Other
IPR002629	Other
IPR002630	Other
IPR002631	 
IPR002633	Other
IPR002634	Other
IPR002635	Other
IPR002636	Other
IPR002637	Other
IPR002638	Other
IPR002639	Other
IPR002640	Other
IPR002641	Other
IPR002642	Other
IPR002643	 
IPR002644	Other
IPR002645	Other
IPR002646	Other
IPR002648	Other
IPR002649	Other
IPR002650	Other
IPR002652	Other
IPR002653	 
IPR002654	Other
IPR002655	Other
IPR002656	Other
IPR002657	Other
IPR002659	Other
IPR002660	 
IPR002661	Other
IPR002662	Other
IPR002663	Other
IPR002666	Other
IPR002668	Other
IPR002669	Other
IPR002671	Other
IPR002672	Other
IPR002673	Other
IPR002674	Other
IPR002675	Other
IPR002676	Other
IPR002677	Other
IPR002678	Other
IPR002679	 
IPR002680	Other
IPR002681	 
IPR002682	Other
IPR002683	Other
IPR002684	Other
IPR002685	Other
IPR002686	 
IPR002687	Other
IPR002689	Other
IPR002690	Other
IPR002692	Other
IPR002693	 
IPR002694	 
IPR002695	Other
IPR002696	Other
IPR002698	Other
IPR002699	Other
IPR002701	Other
IPR002702	Other
IPR002703	Other
IPR002704	Other
IPR002705	Other
IPR002706	 
IPR002708	Other
IPR002710	Other
IPR002711	Other
IPR002712	 
IPR002713	Other
IPR002714	Other
IPR002715	Other
IPR002716	Other
IPR002717	 
IPR002718	Other
IPR002719	Other
IPR002720	Other
IPR002723	Other
IPR002724	Other
IPR002725	Other
IPR002726	Other
IPR002727	Other
IPR002729	 
IPR002730	 
IPR002731	Other
IPR002732	 
IPR002733	 
IPR002734	Other
IPR002735	Other
IPR002736	Other
IPR002737	Other
IPR002738	Other
IPR002739	Other
IPR002740	Other
IPR002742	Other
IPR002744	Other
IPR002745	Other
IPR002746	Other
IPR002747	Other
IPR002748	Other
IPR002749	Other
IPR002750	Other
IPR002751	Other
IPR002753	Other
IPR002755	 
IPR002756	Other
IPR002758	Other
IPR002759	Other
IPR002760	Other
IPR002761	Other
IPR002762	Other
IPR002763	Other
IPR002764	 
IPR002765	Other
IPR002767	Other
IPR002769	Other
IPR002770	Other
IPR002771	Other
IPR002772	Other
IPR002773	Other
IPR002774	Other
IPR002775	 
IPR002777	Other
IPR002778	Other
IPR002780	Other
IPR002781	Other
IPR002782	Other
IPR002784	Other
IPR002786	 
IPR002789	 
IPR002790	Other
IPR002791	Other
IPR002792	Other
IPR002793	 
IPR002794	Other
IPR002795	Other
IPR002797	Other
IPR002798	Other
IPR002800	Other
IPR002801	Other
IPR002802	Other
IPR002803	Other
IPR002804	 
IPR002805	Other
IPR002808	Other
IPR002809	Other
IPR002810	Other
IPR002811	Other
IPR002812	Other
IPR002813	Other
IPR002815	 
IPR002816	Other
IPR002817	Other
IPR002818	Other
IPR002820	Other
IPR002821	Other
IPR002822	Other
IPR002823	Other
IPR002825	Other
IPR002826	Other
IPR002828	Other
IPR002829	Other
IPR002830	Other
IPR002831	Other
IPR002833	Other
IPR002835	Other
IPR002836	 
IPR002837	 
IPR002838	Other
IPR002840	Other
IPR002842	Other
IPR002843	Other
IPR002844	Other
IPR002845	Other
IPR002846	 
IPR002847	Other
IPR002848	 
IPR002849	Other
IPR002850	Other
IPR002852	Other
IPR002853	 
IPR002855	Other
IPR002857	 
IPR002859	Other
IPR002860	Other
IPR002861	Other
IPR002862	Other
IPR002864	Other
IPR002866	Other
IPR002867	Other
IPR002868	Other
IPR002869	Other
IPR002870	Other
IPR002871	Other
IPR002872	Other
IPR002873	Other
IPR002874	 
IPR002876	Other
IPR002877	Other
IPR002878	Other
IPR002880	Other
IPR002881	Other
IPR002882	Other
IPR002883	Other
IPR002884	Other
IPR002885	Other
IPR002888	Other
IPR002889	Other
IPR002890	Other
IPR002891	Other
IPR002893	 
IPR002895	Other
IPR002896	 
IPR002898	Other
IPR002900	Other
IPR002901	Other
IPR002902	Other
IPR002903	Other
IPR002904	Other
IPR002905	Other
IPR002906	Other
IPR002908	Other
IPR002909	 
IPR002910	 
IPR002912	Other
IPR002913	Other
IPR002914	Other
IPR002915	Other
IPR002918	Other
IPR002919	Other
IPR002921	Other
IPR002922	Other
IPR002924	Other
IPR002925	Other
IPR002928	Other
IPR002929	Other
IPR002930	Other
IPR002931	Other
IPR002932	Other
IPR002933	Other
IPR002934	 
IPR002935	Other
IPR002937	Other
IPR002938	Other
IPR002939	Other
IPR002941	 
IPR002942	Other
IPR002944	Other
IPR002945	Other
IPR002946	Other
IPR002948	Other
IPR002949	Other
IPR002951	Other
IPR002953	Other
IPR002954	Other
IPR002955	Other
IPR002956	Other
IPR002957	Other
IPR002958	Other
IPR002959	Other
IPR002960	Other
IPR002961	Other
IPR002962	Other
IPR002963	 
IPR002964	Other
IPR002967	Other
IPR002968	Other
IPR002969	Other
IPR002970	Other
IPR002971	Other
IPR002974	Other
IPR002975	Other
IPR002976	Other
IPR002977	Other
IPR002978	Other
IPR002979	 
IPR002980	Other
IPR002981	Other
IPR002982	Other
IPR002983	Other
IPR002984	Other
IPR002985	Other
IPR002986	Other
IPR002987	Other
IPR002988	Other
IPR002989	Other
IPR002993	Other
IPR002994	Other
IPR002995	Other
IPR002999	 
IPR003000	Other
IPR003004	Other
IPR003005	Other
IPR003006	Other
IPR003008	Other
IPR003010	Other
IPR003011	 
IPR003012	 
IPR003013	Other
IPR003016	Other
IPR003017	Other
IPR003018	Other
IPR003019	Other
IPR003020	Other
IPR003021	 
IPR003022	 
IPR003023	Other
IPR003024	Other
IPR003025	 
IPR003026	 
IPR003027	 
IPR003028	Other
IPR003029	Other
IPR003032	Other
IPR003033	Other
IPR003034	 
IPR003035	 
IPR003036	Other
IPR003038	Other
IPR003043	Other
IPR003044	Other
IPR003045	Other
IPR003046	Other
IPR003047	Other
IPR003048	Other
IPR003049	Other
IPR003050	Other
IPR003051	 
IPR003052	 
IPR003053	 
IPR003054	Other
IPR003055	Other
IPR003056	 
IPR003057	Other
IPR003059	 
IPR003060	 
IPR003061	Other
IPR003063	Other
IPR003064	Other
IPR003065	Other
IPR003066	Other
IPR003067	Other
IPR003069	 
IPR003070	 
IPR003071	 
IPR003072	 
IPR003073	 
IPR003074	 
IPR003075	 
IPR003076	 
IPR003077	 
IPR003078	 
IPR003079	 
IPR003080	Other
IPR003081	Other
IPR003082	Other
IPR003083	Other
IPR003084	 
IPR003085	Other
IPR003087	Other
IPR003090	Other
IPR003092	Other
IPR003093	Other
IPR003094	Other
IPR003096	Other
IPR003097	Other
IPR003099	Other
IPR003100	Other
IPR003101	 
IPR003102	 
IPR003103	 
IPR003105	Other
IPR003106	 
IPR003107	Other
IPR003108	Other
IPR003109	Other
IPR003110	Other
IPR003111	Other
IPR003112	Other
IPR003113	Other
IPR003114	Other
IPR003115	 
IPR003116	Other
IPR003117	Other
IPR003118	 
IPR003119	Other
IPR003120	 
IPR003121	 
IPR003122	Other
IPR003123	Other
IPR003124	Other
IPR003125	Other
IPR003126	Other
IPR003127	Other
IPR003128	Other
IPR003130	Other
IPR003131	Other
IPR003132	Other
IPR003133	 
IPR003134	Other
IPR003135	Other
IPR003136	Other
IPR003137	Other
IPR003138	Other
IPR003139	Other
IPR003140	Other
IPR003141	 
IPR003142	Other
IPR003143	Other
IPR003146	Other
IPR003147	Other
IPR003148	Other
IPR003149	Other
IPR003150	 
IPR003151	Other
IPR003152	Other
IPR003153	Other
IPR003154	 
IPR003156	Other
IPR003157	Other
IPR003158	Other
IPR003159	Other
IPR003162	 
IPR003163	 
IPR003164	Other
IPR003165	Other
IPR003166	 
IPR003168	Other
IPR003169	Other
IPR003170	Other
IPR003171	Other
IPR003172	Other
IPR003173	 
IPR003174	 
IPR003175	Other
IPR003176	 
IPR003177	Other
IPR003178	Other
IPR003179	Other
IPR003180	 
IPR003181	Other
IPR003182	Other
IPR003183	Other
IPR003184	Other
IPR003185	Other
IPR003186	Other
IPR003187	Other
IPR003188	Other
IPR003189	Other
IPR003190	Other
IPR003191	Other
IPR003192	Other
IPR003193	Other
IPR003194	Other
IPR003195	 
IPR003196	Other
IPR003197	Other
IPR003200	Other
IPR003201	 
IPR003202	 
IPR003203	Other
IPR003204	Other
IPR003205	Other
IPR003206	Other
IPR003207	Other
IPR003208	Other
IPR003209	Other
IPR003210	Other
IPR003211	Other
IPR003212	 
IPR003213	Other
IPR003220	 
IPR003222	 
IPR003223	 
IPR003224	 
IPR003225	Other
IPR003226	Other
IPR003228	 
IPR003230	Other
IPR003231	Other
IPR003235	Other
IPR003245	Other
IPR003251	Other
IPR003256	Other
IPR003263	Other
IPR003265	 
IPR003268	 
IPR003269	 
IPR003270	 
IPR003271	 
IPR003272	 
IPR003273	 
IPR003274	 
IPR003275	 
IPR003276	 
IPR003277	 
IPR003278	 
IPR003279	 
IPR003280	Other
IPR003282	Other
IPR003283	Other
IPR003284	Other
IPR003285	Other
IPR003287	 
IPR003288	 
IPR003289	 
IPR003290	 
IPR003291	 
IPR003292	 
IPR003293	Other
IPR003295	Other
IPR003296	Other
IPR003297	Other
IPR003298	Other
IPR003299	Other
IPR003300	 
IPR003301	 
IPR003302	Other
IPR003303	Other
IPR003304	 
IPR003305	Other
IPR003306	Other
IPR003307	Other
IPR003308	 
IPR003309	 
IPR003310	 
IPR003311	 
IPR003313	 
IPR003314	 
IPR003316	 
IPR003317	Other
IPR003318	Other
IPR003319	Other
IPR003321	Other
IPR003322	Other
IPR003323	Other
IPR003325	 
IPR003326	Other
IPR003327	 
IPR003329	Other
IPR003330	Other
IPR003331	Other
IPR003332	Other
IPR003333	Other
IPR003334	 
IPR003337	Other
IPR003338	Other
IPR003339	Other
IPR003340	 
IPR003341	Other
IPR003342	Other
IPR003343	Other
IPR003344	Other
IPR003345	Other
IPR003346	 
IPR003347	Other
IPR003349	Other
IPR003350	 
IPR003351	Other
IPR003352	Other
IPR003353	Other
IPR003354	Other
IPR003356	 
IPR003358	Other
IPR003359	Other
IPR003360	 
IPR003361	Other
IPR003362	Other
IPR003365	 
IPR003366	Other
IPR003367	Other
IPR003368	Other
IPR003369	Other
IPR003370	Other
IPR003372	Other
IPR003373	Other
IPR003374	Other
IPR003375	Other
IPR003376	Other
IPR003377	Other
IPR003378	Other
IPR003379	Other
IPR003380	Other
IPR003381	Other
IPR003382	Other
IPR003383	Other
IPR003384	Other
IPR003385	Other
IPR003386	Other
IPR003387	Other
IPR003388	Other
IPR003389	 
IPR003390	 
IPR003391	 
IPR003392	Other
IPR003393	Other
IPR003394	Other
IPR003395	 
IPR003398	Other
IPR003399	Other
IPR003400	Other
IPR003403	Other
IPR003404	Other
IPR003406	Other
IPR003407	Other
IPR003409	Other
IPR003410	Other
IPR003411	Other
IPR003412	Other
IPR003413	Other
IPR003414	Other
IPR003415	 
IPR003416	Other
IPR003417	 
IPR003418	Other
IPR003420	Other
IPR003421	 
IPR003422	Other
IPR003423	Other
IPR003424	Other
IPR003425	Other
IPR003426	Other
IPR003427	Other
IPR003428	Other
IPR003429	Other
IPR003430	Other
IPR003431	Other
IPR003432	 
IPR003433	Other
IPR003434	Other
IPR003435	Other
IPR003436	Other
IPR003437	Other
IPR003438	Other
IPR003439	Other
IPR003440	Other
IPR003441	 
IPR003442	Other
IPR003443	Other
IPR003444	 
IPR003445	Other
IPR003446	Other
IPR003447	Other
IPR003448	Other
IPR003449	Other
IPR003450	 
IPR003451	Other
IPR003452	Other
IPR003453	Other
IPR003454	Other
IPR003457	Other
IPR003458	Other
IPR003459	 
IPR003460	Other
IPR003461	Other
IPR003462	Other
IPR003463	Other
IPR003464	Other
IPR003465	Other
IPR003467	Other
IPR003468	Other
IPR003469	Other
IPR003470	Other
IPR003471	Other
IPR003472	 
IPR003473	Other
IPR003474	Other
IPR003475	Other
IPR003476	Other
IPR003477	 
IPR003478	Other
IPR003479	 
IPR003480	Other
IPR003481	Other
IPR003482	Other
IPR003483	Other
IPR003484	Other
IPR003485	Other
IPR003486	Other
IPR003487	Other
IPR003488	 
IPR003489	Other
IPR003490	Other
IPR003491	 
IPR003492	Other
IPR003493	Other
IPR003494	Other
IPR003495	Other
IPR003496	 
IPR003497	 
IPR003498	 
IPR003499	 
IPR003500	Other
IPR003501	Other
IPR003502	Other
IPR003503	Other
IPR003504	Other
IPR003505	Other
IPR003506	Other
IPR003507	Other
IPR003508	 
IPR003509	Other
IPR003510	Other
IPR003511	 
IPR003512	 
IPR003513	 
IPR003514	 
IPR003515	 
IPR003516	 
IPR003517	Other
IPR003518	Other
IPR003519	Other
IPR003520	Other
IPR003521	Other
IPR003522	Other
IPR003523	 
IPR003524	Other
IPR003526	Other
IPR003527	Other
IPR003528	Other
IPR003529	Other
IPR003530	Other
IPR003531	Other
IPR003532	Other
IPR003533	Other
IPR003535	Other
IPR003536	Other
IPR003537	Other
IPR003538	Other
IPR003539	 
IPR003540	 
IPR003541	Other
IPR003542	Other
IPR003543	Other
IPR003544	Other
IPR003545	 
IPR003546	Other
IPR003547	Other
IPR003548	Other
IPR003549	 
IPR003550	 
IPR003551	 
IPR003552	Other
IPR003553	 
IPR003554	 
IPR003555	Other
IPR003556	 
IPR003557	Other
IPR003558	 
IPR003559	 
IPR003560	Other
IPR003561	 
IPR003562	 
IPR003563	 
IPR003564	Other
IPR003565	 
IPR003566	 
IPR003567	Other
IPR003568	Other
IPR003569	Other
IPR003570	Other
IPR003571	Other
IPR003572	Other
IPR003574	Other
IPR003578	Other
IPR003582	Other
IPR003583	 
IPR003585	Other
IPR003586	Other
IPR003587	Other
IPR003591	 
IPR003593	 
IPR003594	 
IPR003595	Other
IPR003597	Other
IPR003598	Other
IPR003599	Other
IPR003601	 
IPR003602	 
IPR003603	Other
IPR003604	 
IPR003605	Other
IPR003607	Other
IPR003609	Other
IPR003610	Other
IPR003611	 
IPR003613	Other
IPR003614	Other
IPR003615	Other
IPR003616	Other
IPR003617	Other
IPR003618	 
IPR003619	 
IPR003620	Other
