ipr_accession	category
IPR040107	Other
IPR040108	Other
IPR040109	Other
IPR040110	Other
IPR040111	Other
IPR040112	Other
IPR040113	Other
IPR040114	Other
IPR040115	Other
IPR040117	Other
IPR040118	Other
IPR040119	Other
IPR040120	Other
IPR040121	Other
IPR040122	Other
IPR040123	Other
IPR040124	Other
IPR040125	Other
IPR040126	Other
IPR040127	Other
IPR040128	Other
IPR040129	Other
IPR040132	Other
IPR040133	Other
IPR040134	Other
IPR040136	Other
IPR040137	Other
IPR040138	Other
IPR040139	Other
IPR040140	Other
IPR040141	Other
IPR040142	Other
IPR040143	Other
IPR040144	Other
IPR040145	Other
IPR040146	Other
IPR040147	Other
IPR040148	Other
IPR040149	Other
IPR040150	Other
IPR040151	Other
IPR040152	Other
IPR040153	Other
IPR040154	Other
IPR040155	Other
IPR040156	Other
IPR040157	Other
IPR040159	 
IPR040160	Other
IPR040161	Other
IPR040162	Other
IPR040163	Other
IPR040164	Other
IPR040165	Other
IPR040166	Other
IPR040167	 
IPR040168	Other
IPR040169	Other
IPR040170	Other
IPR040171	Other
IPR040172	 
IPR040174	Other
IPR040175	 
IPR040176	 
IPR040177	Other
IPR040178	Other
IPR040179	Other
IPR040180	Other
IPR040181	Other
IPR040182	Other
IPR040183	Other
IPR040184	 
IPR040185	 
IPR040186	Other
IPR040187	Other
IPR040188	Other
IPR040189	Other
IPR040190	Other
IPR040191	Other
IPR040192	Other
IPR040193	Other
IPR040194	Other
IPR040195	Other
IPR040196	Other
IPR040197	Other
IPR040198	Other
IPR040199	Other
IPR040200	Other
IPR040201	Other
IPR040202	Other
IPR040203	 
IPR040204	Other
IPR040205	Other
IPR040206	Other
IPR040207	Other
IPR040208	Other
IPR040209	Other
IPR040210	Other
IPR040211	Other
IPR040213	Other
IPR040214	Other
IPR040216	Other
IPR040217	Other
IPR040218	Other
IPR040219	Other
IPR040220	Other
IPR040221	 
IPR040222	 
IPR040223	 
IPR040224	 
IPR040225	Other
IPR040226	Other
IPR040227	 
IPR040228	Other
IPR040229	Other
IPR040230	Other
IPR040231	Other
IPR040232	Other
IPR040233	Other
IPR040235	Other
IPR040236	Other
IPR040238	 
IPR040239	Other
IPR040240	Other
IPR040241	Other
IPR040242	Other
IPR040243	Other
IPR040244	Other
IPR040245	 
IPR040246	Other
IPR040247	Other
IPR040248	Other
IPR040249	Other
IPR040250	Other
IPR040251	Other
IPR040252	Other
IPR040253	Other
IPR040254	Other
IPR040255	Other
IPR040256	Other
IPR040257	 
IPR040258	Other
IPR040259	 
IPR040260	 
IPR040261	Other
IPR040262	Other
IPR040263	 
IPR040264	Other
IPR040265	Other
IPR040266	 
IPR040267	Other
IPR040268	Other
IPR040269	Other
IPR040270	Other
IPR040271	Other
IPR040273	Other
IPR040274	Other
IPR040275	Other
IPR040276	Other
IPR040277	Other
IPR040278	Other
IPR040279	Other
IPR040280	Other
IPR040281	Other
IPR040282	Other
IPR040283	Other
IPR040284	Other
IPR040285	Other
IPR040286	Other
IPR040287	Other
IPR040288	Other
IPR040289	Other
IPR040290	Other
IPR040291	Other
IPR040292	Other
IPR040293	Other
IPR040294	Other
IPR040295	Other
IPR040296	Other
IPR040297	Other
IPR040298	Other
IPR040299	Other
IPR040300	Other
IPR040301	Other
IPR040302	Other
IPR040303	Other
IPR040304	Other
IPR040305	Other
IPR040306	Other
IPR040307	Other
IPR040308	Other
IPR040309	Other
IPR040310	Other
IPR040311	Other
IPR040312	Other
IPR040313	Other
IPR040314	Other
IPR040315	Other
IPR040316	Other
IPR040318	Other
IPR040319	Other
IPR040320	Other
IPR040321	Other
IPR040322	Other
IPR040323	Other
IPR040324	Other
IPR040325	Other
IPR040326	Other
IPR040327	Other
IPR040328	Other
IPR040329	Other
IPR040330	Other
IPR040331	 
IPR040333	Other
IPR040335	Other
IPR040336	Other
IPR040338	Other
IPR040339	Other
IPR040340	Other
IPR040341	Other
IPR040342	Other
IPR040343	Other
IPR040344	Other
IPR040345	Other
IPR040346	Other
IPR040347	Other
IPR040348	Other
IPR040349	 
IPR040350	Other
IPR040351	Other
IPR040352	Other
IPR040353	Other
IPR040354	Other
IPR040355	Other
IPR040356	 
IPR040357	Other
IPR040358	Other
IPR040359	Other
IPR040361	Other
IPR040362	Other
IPR040363	 
IPR040364	Other
IPR040365	Other
IPR040366	Other
IPR040367	Other
IPR040369	Other
IPR040370	Other
IPR040371	Other
IPR040372	Other
IPR040373	 
IPR040374	Other
IPR040375	Other
IPR040376	Other
IPR040378	Other
IPR040379	Other
IPR040380	Other
IPR040381	Other
IPR040382	Other
IPR040383	Other
IPR040384	Other
IPR040385	Other
IPR040386	 
IPR040387	Other
IPR040388	Other
IPR040389	 
IPR040390	Other
IPR040391	 
IPR040392	Other
IPR040394	Other
IPR040395	Other
IPR040396	Other
IPR040397	Other
IPR040398	Other
IPR040399	Other
IPR040400	Other
IPR040401	Other
IPR040402	 
IPR040403	 
IPR040404	Other
IPR040405	Other
IPR040409	Other
IPR040410	Other
IPR040411	Other
IPR040412	Other
IPR040413	Other
IPR040414	Other
IPR040415	Other
IPR040416	Other
IPR040417	Other
IPR040418	Other
IPR040419	Other
IPR040420	Other
IPR040423	Other
IPR040424	Other
IPR040425	Other
IPR040426	Other
IPR040427	Other
IPR040428	Other
IPR040429	Other
IPR040430	Other
IPR040431	Other
IPR040433	 
IPR040434	Other
IPR040435	Other
IPR040436	Other
IPR040437	Other
IPR040438	Other
IPR040439	Other
IPR040441	Other
IPR040442	Other
IPR040443	Other
IPR040444	 
IPR040445	 
IPR040446	Other
IPR040447	Other
IPR040448	Other
IPR040449	Other
IPR040450	Other
IPR040451	Other
IPR040452	 
IPR040453	Other
IPR040454	 
IPR040455	Other
IPR040456	 
IPR040457	Other
IPR040458	Other
IPR040459	Other
IPR040460	Other
IPR040461	Other
IPR040462	Other
IPR040463	Other
IPR040464	Other
IPR040465	Other
IPR040466	 
IPR040467	Other
IPR040468	 
IPR040470	Other
IPR040471	Other
IPR040472	Other
IPR040473	Other
IPR040474	Other
IPR040475	Other
IPR040476	Other
IPR040477	Other
IPR040478	Other
IPR040479	Other
IPR040480	 
IPR040482	Other
IPR040483	Other
IPR040484	Other
IPR040485	Other
IPR040486	Other
IPR040487	Other
IPR040489	Other
IPR040491	Other
IPR040492	Other
IPR040493	Other
IPR040494	 
IPR040495	Other
IPR040496	Other
IPR040497	Other
IPR040498	 
IPR040501	 
IPR040502	 
IPR040503	Other
IPR040504	Other
IPR040505	Other
IPR040506	Other
IPR040507	Other
IPR040508	Other
IPR040509	 
IPR040510	Other
IPR040511	Other
IPR040512	Other
IPR040513	 
IPR040514	Other
IPR040516	Other
IPR040517	Other
IPR040518	Other
IPR040519	Other
IPR040520	Other
IPR040521	 
IPR040522	Other
IPR040523	Other
IPR040524	Other
IPR040525	Other
IPR040526	Other
IPR040527	Other
IPR040528	Other
IPR040529	Other
IPR040530	Other
IPR040531	Other
IPR040532	Other
IPR040533	Other
IPR040534	Other
IPR040535	Other
IPR040537	Other
IPR040538	 
IPR040539	Other
IPR040540	Other
IPR040541	Other
IPR040542	Other
IPR040545	Other
IPR040546	Other
IPR040547	Other
IPR040548	Other
IPR040549	Other
IPR040550	Other
IPR040551	 
IPR040552	 
IPR040553	Other
IPR040555	 
IPR040556	Other
IPR040557	Other
IPR040559	Other
IPR040560	Other
IPR040561	Other
IPR040562	 
IPR040564	Other
IPR040565	Other
IPR040566	Other
IPR040567	 
IPR040568	Other
IPR040569	 
IPR040570	Other
IPR040571	Other
IPR040572	Other
IPR040573	Other
IPR040574	Other
IPR040575	Other
IPR040576	Other
IPR040577	Other
IPR040578	Other
IPR040579	Other
IPR040580	Other
IPR040581	Other
IPR040582	Other
IPR040586	 
IPR040587	Other
IPR040588	Other
IPR040591	Other
IPR040592	Other
IPR040593	Other
IPR040594	Other
IPR040595	Other
IPR040596	Other
IPR040597	Other
IPR040598	Other
IPR040599	Other
IPR040600	Other
IPR040601	Other
IPR040602	 
IPR040603	 
IPR040604	Other
IPR040605	Other
IPR040606	Other
IPR040607	Other
IPR040608	Other
IPR040609	Other
IPR040610	Other
IPR040611	 
IPR040612	Other
IPR040613	 
IPR040614	Other
IPR040618	Other
IPR040619	 
IPR040620	Other
IPR040621	Other
IPR040622	Other
IPR040623	Other
IPR040624	Other
IPR040625	Other
IPR040626	Other
IPR040627	Other
IPR040628	Other
IPR040629	Other
IPR040630	Other
IPR040631	Other
IPR040632	Other
IPR040633	Other
IPR040634	Other
IPR040635	Other
IPR040636	Other
IPR040637	Other
IPR040638	Other
IPR040639	Other
IPR040640	Other
IPR040641	Other
IPR040642	Other
IPR040643	Other
IPR040644	Other
IPR040645	Other
IPR040646	Other
IPR040647	Other
IPR040648	Other
IPR040649	Other
IPR040650	 
IPR040651	Other
IPR040652	Other
IPR040653	Other
IPR040654	 
IPR040655	Other
IPR040656	 
IPR040657	Other
IPR040658	Other
IPR040659	Other
IPR040660	Other
IPR040661	 
IPR040662	 
IPR040663	 
IPR040664	Other
IPR040665	Other
IPR040666	Other
IPR040667	Other
IPR040668	 
IPR040669	Other
IPR040670	Other
IPR040671	Other
IPR040672	Other
IPR040673	Other
IPR040674	 
IPR040675	Other
IPR040676	Other
IPR040677	Other
IPR040678	 
IPR040679	Other
IPR040680	Other
IPR040681	Other
IPR040682	Other
IPR040683	Other
IPR040684	 
IPR040685	Other
IPR040686	Other
IPR040687	Other
IPR040688	Other
IPR040689	Other
IPR040690	Other
IPR040691	Other
IPR040692	Other
IPR040693	Other
IPR040694	Other
IPR040695	Other
IPR040696	Other
IPR040697	Other
IPR040698	Other
IPR040699	 
IPR040700	Other
IPR040701	Other
IPR040702	Other
IPR040703	Other
IPR040704	Other
IPR040706	Other
IPR040707	Other
IPR040708	Other
IPR040709	Other
IPR040711	Other
IPR040712	Other
IPR040713	Other
IPR040714	 
IPR040715	Other
IPR040716	Other
IPR040717	Other
IPR040718	Other
IPR040719	Other
IPR040720	Other
IPR040721	Other
IPR040722	Other
IPR040723	Other
IPR040724	 
IPR040725	 
IPR040726	Other
IPR040727	Other
IPR040728	Other
IPR040729	Other
IPR040730	Other
IPR040731	 
IPR040733	Other
IPR040734	Other
IPR040735	Other
IPR040736	Other
IPR040737	Other
IPR040738	Other
IPR040739	Other
IPR040740	Other
IPR040741	 
IPR040742	Other
IPR040743	 
IPR040744	Other
IPR040745	Other
IPR040746	Other
IPR040747	Other
IPR040748	Other
IPR040749	 
IPR040750	Other
IPR040751	Other
IPR040752	 
IPR040753	Other
IPR040754	Other
IPR040755	Other
IPR040756	Other
IPR040757	Other
IPR040758	Other
IPR040759	Other
IPR040760	Other
IPR040761	Other
IPR040763	Other
IPR040764	Other
IPR040765	 
IPR040766	 
IPR040767	Other
IPR040768	Other
IPR040769	Other
IPR040770	Other
IPR040771	Other
IPR040772	Other
IPR040773	Other
IPR040774	Other
IPR040775	Other
IPR040776	Other
IPR040777	Other
IPR040778	Other
IPR040779	Other
IPR040780	Other
IPR040781	Other
IPR040782	Other
IPR040783	Other
IPR040784	Other
IPR040785	Other
IPR040786	Other
IPR040787	 
IPR040788	 
IPR040789	Other
IPR040790	Other
IPR040791	Other
IPR040792	Other
IPR040793	 
IPR040794	Other
IPR040795	Other
IPR040796	Other
IPR040797	Other
IPR040798	Other
IPR040799	 
IPR040800	Other
IPR040801	Other
IPR040802	Other
IPR040803	Other
IPR040804	 
IPR040805	Other
IPR040806	Other
IPR040807	Other
IPR040808	Other
IPR040809	Other
IPR040810	Other
IPR040811	Other
IPR040812	Other
IPR040813	Other
IPR040814	Other
IPR040815	Other
IPR040816	Other
IPR040817	Other
IPR040818	Other
IPR040819	 
IPR040820	Other
IPR040821	Other
IPR040822	 
IPR040823	Other
IPR040824	Other
IPR040825	Other
IPR040826	Other
IPR040827	Other
IPR040828	Other
IPR040829	Other
IPR040830	Other
IPR040831	Other
IPR040832	Other
IPR040833	Other
IPR040834	Other
IPR040835	 
IPR040836	Other
IPR040837	Other
IPR040838	Other
IPR040839	Other
IPR040840	Other
IPR040841	Other
IPR040842	Other
IPR040843	 
IPR040844	Other
IPR040845	Other
IPR040846	Other
IPR040847	Other
IPR040848	Other
IPR040849	Other
IPR040850	Other
IPR040851	 
IPR040852	 
IPR040853	Other
IPR040854	Other
IPR040855	 
IPR040856	Other
IPR040857	Other
IPR040858	Other
IPR040859	Other
IPR040860	Other
IPR040861	Other
IPR040862	Other
IPR040863	Other
IPR040864	Other
IPR040865	Other
IPR040866	Other
IPR040867	Other
IPR040868	Other
IPR040869	Other
IPR040870	Other
IPR040871	Other
IPR040872	Other
IPR040873	 
IPR040874	Other
IPR040875	Other
IPR040876	Other
IPR040877	Other
IPR040878	Other
IPR040879	Other
IPR040880	Other
IPR040881	Other
IPR040882	 
IPR040883	Other
IPR040884	Other
IPR040885	Other
IPR040886	Other
IPR040887	Other
IPR040888	Other
IPR040889	Other
IPR040890	Other
IPR040891	Other
IPR040892	Other
IPR040893	 
IPR040894	Other
IPR040895	Other
IPR040896	Other
IPR040897	Other
IPR040898	Other
IPR040899	Other
IPR040900	Other
IPR040901	Other
IPR040902	Other
IPR040903	 
IPR040904	Other
IPR040905	 
IPR040906	Other
IPR040907	Other
IPR040908	Other
IPR040909	Other
IPR040910	Other
IPR040911	Other
IPR040912	Other
IPR040913	Other
IPR040914	Other
IPR040915	Other
IPR040916	Other
IPR040917	Other
IPR040918	Other
IPR040919	Other
IPR040920	Other
IPR040921	Other
IPR040922	Other
IPR040923	Other
IPR040924	Other
IPR040925	Other
IPR040926	Other
IPR040927	Other
IPR040928	Other
IPR040929	Other
IPR040930	 
IPR040931	Other
IPR040932	 
IPR040933	Other
IPR040934	Other
IPR040935	Other
IPR040936	Other
IPR040937	Other
IPR040938	Other
IPR040939	Other
IPR040940	 
IPR040941	Other
IPR040942	Other
IPR040943	Other
IPR040944	Other
IPR040945	Other
IPR040946	Other
IPR040947	Other
IPR040948	Other
IPR040949	 
IPR040950	Other
IPR040951	Other
IPR040953	Other
IPR040954	Other
IPR040955	Other
IPR040956	Other
IPR040957	Other
IPR040958	Other
IPR040959	Other
IPR040960	Other
IPR040961	Other
IPR040962	Other
IPR040963	Other
IPR040964	Other
IPR040965	Other
IPR040966	Other
IPR040967	Other
IPR040968	Other
IPR040969	Other
IPR040970	 
IPR040971	Other
IPR040972	Other
IPR040973	Other
IPR040974	Other
IPR040975	Other
IPR040976	Other
IPR040977	Other
IPR040978	Other
IPR040979	Other
IPR040980	Other
IPR040981	Other
IPR040982	 
IPR040983	Other
IPR040984	Other
IPR040985	Other
IPR040986	Other
IPR040987	 
IPR040988	Other
IPR040989	Other
IPR040990	Other
IPR040991	Other
IPR040992	 
IPR040993	 
IPR040994	Other
IPR040997	Other
IPR040998	 
IPR040999	Other
IPR041000	Other
IPR041001	Other
IPR041002	Other
IPR041003	Other
IPR041004	Other
IPR041005	 
IPR041006	 
IPR041007	Other
IPR041008	Other
IPR041009	Other
IPR041010	Other
IPR041011	Other
IPR041012	 
IPR041013	Other
IPR041014	Other
IPR041015	Other
IPR041016	Other
IPR041017	Other
IPR041018	Other
IPR041019	Other
IPR041020	Other
IPR041021	Other
IPR041024	 
IPR041025	 
IPR041026	Other
IPR041027	 
IPR041028	 
IPR041029	Other
IPR041030	Other
IPR041031	Other
IPR041032	Other
IPR041033	Other
IPR041034	Other
IPR041035	Other
IPR041036	Other
IPR041037	Other
IPR041038	Other
IPR041039	Other
IPR041040	Other
IPR041041	Other
IPR041042	Other
IPR041043	Other
IPR041044	Other
IPR041045	Other
IPR041046	Other
IPR041047	Other
IPR041048	 
IPR041049	Other
IPR041050	Other
IPR041051	Other
IPR041052	Other
IPR041053	 
IPR041054	Other
IPR041055	Other
IPR041056	Other
IPR041057	 
IPR041058	Other
IPR041059	Other
IPR041060	Other
IPR041061	Other
IPR041062	 
IPR041063	Other
IPR041064	Other
IPR041065	Other
IPR041066	Other
IPR041067	Other
IPR041068	Other
IPR041069	Other
IPR041070	Other
IPR041071	Other
IPR041072	Other
IPR041073	Other
IPR041074	Other
IPR041075	Other
IPR041076	Other
IPR041077	Other
IPR041078	Other
IPR041079	Other
IPR041080	Other
IPR041081	Other
IPR041082	 
IPR041083	Other
IPR041084	Other
IPR041085	Other
IPR041086	Other
IPR041087	Other
IPR041088	Other
IPR041089	Other
IPR041090	Other
IPR041091	Other
IPR041092	 
IPR041093	Other
IPR041094	Other
IPR041095	Other
IPR041097	Other
IPR041098	 
IPR041099	Other
IPR041100	Other
IPR041101	Other
IPR041102	 
IPR041103	Other
IPR041104	 
IPR041105	 
IPR041106	Other
IPR041107	Other
IPR041108	Other
IPR041109	Other
IPR041110	Other
IPR041111	Other
IPR041112	Other
IPR041113	Other
IPR041114	Other
IPR041115	Other
IPR041116	Other
IPR041117	Other
IPR041118	Other
IPR041119	Other
IPR041120	Other
IPR041121	Other
IPR041122	 
IPR041123	Other
IPR041124	Other
IPR041125	Other
IPR041126	Other
IPR041127	Other
IPR041128	Other
IPR041129	Other
IPR041131	Other
IPR041132	Other
IPR041134	Other
IPR041135	Other
IPR041136	Other
IPR041137	Other
IPR041139	Other
IPR041140	 
IPR041141	Other
IPR041142	Other
IPR041143	Other
IPR041144	Other
IPR041145	Other
IPR041146	Other
IPR041147	Other
IPR041149	Other
IPR041150	 
IPR041151	 
IPR041152	Other
IPR041153	Other
IPR041154	Other
IPR041155	Other
IPR041156	Other
IPR041157	Other
IPR041158	Other
IPR041159	Other
IPR041160	Other
IPR041161	Other
IPR041162	Other
IPR041163	Other
IPR041164	Other
IPR041165	Other
IPR041166	 
IPR041167	Other
IPR041168	Other
IPR041169	Other
IPR041170	Other
IPR041171	Other
IPR041172	Other
IPR041173	Other
IPR041174	Other
IPR041175	Other
IPR041176	Other
IPR041177	 
IPR041178	Other
IPR041179	Other
IPR041180	 
IPR041181	Other
IPR041182	Other
IPR041183	Other
IPR041184	Other
IPR041185	Other
IPR041186	Other
IPR041188	 
IPR041189	Other
IPR041190	Other
IPR041191	Other
IPR041192	Other
IPR041193	Other
IPR041194	Other
IPR041195	 
IPR041196	Other
IPR041197	Other
IPR041198	Other
IPR041199	 
IPR041200	 
IPR041201	Other
IPR041202	Other
IPR041203	Other
IPR041204	Other
IPR041205	Other
IPR041206	Other
IPR041207	Other
IPR041208	Other
IPR041209	Other
IPR041210	Other
IPR041211	Other
IPR041212	Other
IPR041213	Other
IPR041214	 
IPR041215	Other
IPR041216	Other
IPR041217	Other
IPR041218	Other
IPR041219	Other
IPR041220	Other
IPR041221	Other
IPR041222	 
IPR041223	Other
IPR041224	Other
IPR041225	Other
IPR041226	Other
IPR041227	Other
IPR041228	Other
IPR041229	Other
IPR041230	Other
IPR041231	Other
IPR041232	Other
IPR041233	Other
IPR041234	Other
IPR041235	Other
IPR041236	 
IPR041237	Other
IPR041238	Other
IPR041239	Other
IPR041240	Other
IPR041241	 
IPR041242	Other
IPR041243	Other
IPR041244	Other
IPR041245	Other
IPR041246	Other
IPR041247	 
IPR041248	Other
IPR041249	Other
IPR041250	 
IPR041251	Other
IPR041252	Other
IPR041253	Other
IPR041254	Other
IPR041255	Other
IPR041256	Other
IPR041257	Other
IPR041258	Other
IPR041260	Other
IPR041261	Other
IPR041262	Other
IPR041263	Other
IPR041264	Other
IPR041265	Other
IPR041266	Other
IPR041267	Other
IPR041268	Other
IPR041269	Other
IPR041270	Other
IPR041271	 
IPR041272	Other
IPR041273	Other
IPR041274	Other
IPR041275	Other
IPR041276	Other
IPR041277	Other
IPR041278	Other
IPR041279	Other
IPR041280	Other
IPR041281	Other
IPR041282	Other
IPR041283	Other
IPR041284	Other
IPR041285	Other
IPR041286	Other
IPR041287	Other
IPR041289	Other
IPR041290	Other
IPR041291	Other
IPR041292	Other
IPR041293	Other
IPR041294	Other
IPR041295	Other
IPR041296	Other
IPR041297	 
IPR041298	 
IPR041299	Other
IPR041300	Other
IPR041301	 
IPR041302	Other
IPR041303	Other
IPR041304	Other
IPR041305	Other
IPR041306	Other
IPR041307	Other
IPR041308	 
IPR041309	Other
IPR041310	Other
IPR041311	Other
IPR041312	Other
IPR041313	Other
IPR041314	Other
IPR041315	Other
IPR041316	Other
IPR041317	Other
IPR041318	Other
IPR041319	Other
IPR041320	Other
IPR041321	Other
IPR041322	Other
IPR041323	Other
IPR041324	Other
IPR041325	Other
IPR041326	Other
IPR041327	Other
IPR041328	Other
IPR041329	Other
IPR041330	Other
IPR041331	Other
IPR041332	Other
IPR041333	Other
IPR041334	Other
IPR041335	 
IPR041336	 
IPR041337	Other
IPR041338	Other
IPR041339	Other
IPR041340	Other
IPR041341	Other
IPR041342	Other
IPR041343	Other
IPR041344	Other
IPR041345	Other
IPR041346	Other
IPR041347	Other
IPR041348	Other
IPR041349	Other
IPR041350	Other
IPR041351	Other
IPR041352	Other
IPR041353	Other
IPR041354	Other
IPR041355	Other
IPR041356	Other
IPR041357	Other
IPR041358	Other
IPR041359	Other
IPR041360	Other
IPR041361	Other
IPR041362	Other
IPR041363	Other
IPR041364	Other
IPR041365	Other
IPR041366	Other
IPR041367	Other
IPR041368	Other
IPR041369	Other
IPR041370	 
IPR041371	Other
IPR041372	 
IPR041373	 
IPR041374	Other
IPR041375	Other
IPR041376	Other
IPR041377	Other
IPR041378	Other
IPR041379	Other
IPR041380	Other
IPR041381	Other
IPR041382	Other
IPR041383	 
IPR041384	Other
IPR041385	Other
IPR041386	Other
IPR041387	Other
IPR041388	Other
IPR041389	Other
IPR041390	Other
IPR041391	Other
IPR041392	Other
IPR041393	Other
IPR041394	Other
IPR041395	Other
IPR041396	Other
IPR041397	Other
IPR041398	Other
IPR041399	Other
IPR041400	Other
IPR041401	Other
IPR041402	Other
IPR041403	Other
IPR041404	Other
IPR041405	 
IPR041406	Other
IPR041407	 
IPR041408	Other
IPR041409	 
IPR041410	Other
IPR041411	Other
IPR041412	Other
IPR041413	Other
IPR041414	Other
IPR041415	Other
IPR041416	Other
IPR041417	Other
IPR041418	Other
IPR041419	 
IPR041420	 
IPR041421	Other
IPR041422	Other
IPR041423	 
IPR041424	Other
IPR041425	Other
IPR041426	 
IPR041427	Other
IPR041428	Other
IPR041429	Other
IPR041430	 
IPR041431	Other
IPR041432	Other
IPR041433	Other
IPR041434	Other
IPR041435	Other
IPR041436	Other
IPR041437	Other
IPR041438	Other
IPR041439	Other
IPR041440	Other
IPR041441	Other
IPR041442	Other
IPR041443	Other
IPR041444	Other
IPR041445	 
IPR041447	Other
IPR041448	Other
IPR041449	Other
IPR041450	Other
IPR041451	 
IPR041452	Other
IPR041453	 
IPR041454	Other
IPR041457	Other
IPR041458	Other
IPR041459	 
IPR041460	Other
IPR041461	Other
IPR041462	Other
IPR041463	Other
IPR041464	Other
IPR041465	 
IPR041466	Other
IPR041467	 
IPR041468	 
IPR041469	Other
IPR041470	Other
IPR041471	Other
IPR041472	Other
IPR041473	Other
IPR041474	 
IPR041475	 
IPR041476	Other
IPR041477	Other
IPR041478	Other
IPR041479	 
IPR041480	Other
IPR041481	Other
IPR041482	Other
IPR041483	 
IPR041484	 
IPR041485	Other
IPR041486	Other
IPR041487	Other
IPR041489	Other
IPR041490	 
IPR041491	Other
IPR041492	Other
IPR041493	Other
IPR041494	Other
IPR041495	Other
IPR041496	Other
IPR041497	Other
IPR041498	Other
IPR041499	 
IPR041500	Other
